,id_chamado,id_origem_ocorrencia,data_inicio,data_fim,id_bairro,id_territorialidade,id_logradouro,numero_logradouro,id_unidade_organizacional,nome_unidade_organizacional,id_unidade_organizacional_mae,unidade_organizacional_ouvidoria,categoria,id_tipo,tipo,id_subtipo,subtipo,status,longitude,latitude,data_alvo_finalizacao,data_alvo_diagnostico,data_real_diagnostico,tempo_prazo,prazo_unidade,prazo_tipo,dentro_prazo,situacao,tipo_situacao,justificativa_status,reclamacoes,data_particao
301,4631186,11,2014-08-28 00:59:46,2014-09-11 12:02:56,5,1,61994,56,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1251,Fiscalização de recusa de passageiro,Fechado com solução,-43.1831475,-22.9043766,2014-09-07 00:59:00,2014-09-07 00:59:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
302,4635823,1,2014-08-28 19:34:44,2014-09-11 12:18:19,20,2,70045,0,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,-43.1880824,-22.9543486,2014-09-07 19:34:00,2014-09-07 19:34:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
303,4630958,1,2014-08-27 21:47:17,2014-09-11 12:23:18,25,2,83683,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-09-06 21:47:00,2014-09-06 21:47:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
304,4631158,13,2014-08-28 00:21:33,2014-09-11 12:00:58,24,2,72934,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-09-07 00:21:00,2014-09-07 00:21:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
305,4609774,1,2014-08-23 10:32:39,2014-09-11 11:21:27,5,1,62349,173,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1254,Verificação de ponto irregular de táxi,Fechado com solução,-43.1767973,-22.9066571,2014-09-05 09:14:00,2014-09-05 09:14:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
306,4634900,1,2014-08-28 16:28:52,2014-09-26 14:31:15,83,3,20032,761,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1254,Verificação de ponto irregular de táxi,Fechado com solução,-43.339719,-22.8765464,2014-09-20 14:38:00,2014-09-20 14:38:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
307,4628950,1,2014-08-27 14:49:20,2014-09-12 12:37:40,104,3,50294,0,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1254,Verificação de ponto irregular de táxi,Fechado com solução,-43.2181706,-22.811957,2014-09-06 14:49:00,2014-09-06 14:49:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
308,4599932,1,2014-08-21 12:34:21,2014-10-13 17:55:45,43,3,30494,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1254,Verificação de ponto irregular de táxi,Fechado com solução,,,2014-09-19 15:48:00,2014-09-19 15:48:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
309,4563550,11,2014-08-13 15:40:32,2014-09-11 11:20:16,25,2,79921,534,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1254,Verificação de ponto irregular de táxi,Fechado com solução,-43.2018199,-22.9852215,2014-08-28 11:36:00,2014-08-28 11:36:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
310,4615537,11,2014-08-25 13:07:17,2014-09-11 11:43:44,7,1,76984,150,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1254,Verificação de ponto irregular de táxi,Fechado com solução,,,2014-09-05 09:16:00,2014-09-05 09:16:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
311,4626331,13,2014-08-27 09:52:06,2014-11-28 15:56:50,5,1,89805,0,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1254,Verificação de ponto irregular de táxi,Fechado com solução,-43.1705069,-22.909826,2014-09-06 09:52:00,2014-09-06 09:52:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
312,4608436,13,2014-08-22 19:30:29,2014-09-16 16:09:17,20,2,73593,446,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1254,Verificação de ponto irregular de táxi,Fechado com solução,,,2014-09-05 10:49:00,2014-09-05 10:49:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
313,4634290,1,2014-08-28 14:51:09,2014-09-10 13:00:55,120,4,40808,7753,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1255,Verificação de táxi com irregularidades,Fechado com solução,-43.3350005,-22.9633255,2014-09-07 14:51:00,2014-09-07 14:51:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
314,4644276,1,2014-08-31 09:08:02,2014-09-11 12:31:59,10,1,63222,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1255,Verificação de táxi com irregularidades,Fechado com solução,,,2014-09-10 09:08:00,2014-09-10 09:08:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
315,4632625,11,2014-08-28 10:59:41,2014-09-16 16:09:59,5,1,62349,173,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1255,Verificação de táxi com irregularidades,Fechado com solução,-43.1767973,-22.9066571,2014-09-07 14:16:00,2014-09-07 14:16:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
316,4632070,11,2014-08-28 09:52:48,2014-09-10 14:07:57,5,1,60061,23,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1255,Verificação de táxi com irregularidades,Fechado com solução,,,2014-09-07 14:22:00,2014-09-07 14:22:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
317,4523106,1,2014-08-04 18:47:53,2014-08-08 08:48:38,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-14 18:47:00,2014-08-14 18:47:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
318,4538933,1,2014-08-07 17:05:32,2014-08-12 15:41:32,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-17 17:05:00,2014-08-17 17:05:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
319,4529594,1,2014-08-06 07:36:51,2014-08-08 08:49:54,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-16 07:36:00,2014-08-16 07:36:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
320,4569729,1,2014-08-14 20:56:27,2014-08-21 18:38:00,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-24 20:56:00,2014-08-24 20:56:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
321,4574163,1,2014-08-15 18:29:53,2014-08-21 18:37:00,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-25 18:29:00,2014-08-25 18:29:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
322,4540576,1,2014-08-08 08:53:55,2014-08-11 14:56:10,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-18 08:53:00,2014-08-18 08:53:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
323,4623620,1,2014-08-26 16:51:39,2014-08-29 14:41:15,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-09-05 16:51:00,2014-09-05 16:51:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
324,4559950,1,2014-08-12 23:34:56,2014-08-15 13:23:25,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-22 23:34:00,2014-08-22 23:34:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
325,4553753,1,2014-08-11 20:36:16,2014-08-15 13:23:02,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-21 20:36:00,2014-08-21 20:36:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
326,4623460,1,2014-08-26 16:28:44,2014-08-29 14:40:43,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-09-05 16:28:00,2014-09-05 16:28:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
327,4591652,1,2014-08-20 09:08:09,2014-08-22 12:02:58,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-30 09:08:00,,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
328,4596601,1,2014-08-20 20:33:49,2014-08-21 18:43:31,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-30 20:33:00,2014-08-30 20:33:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
329,4544630,1,2014-08-08 20:31:28,2014-08-11 15:00:04,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-18 20:31:00,2014-08-18 20:31:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
330,4600737,1,2014-08-21 14:13:14,2014-08-22 12:09:59,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-31 14:13:00,2014-08-31 14:13:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
331,4595297,1,2014-08-20 16:32:35,2014-08-22 12:08:39,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-30 16:32:00,,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
332,4516773,1,2014-08-03 11:16:04,2014-08-07 17:42:03,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-13 11:16:00,2014-08-13 11:16:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
333,4578649,13,2014-08-17 19:49:31,2014-08-21 18:32:11,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-08-27 19:49:00,2014-08-27 19:49:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
334,4558356,1,2014-08-12 16:32:34,2014-08-12 17:28:41,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-13 16:32:00,2014-08-13 16:32:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
335,4510771,1,2014-08-01 11:22:56,2014-08-01 12:29:47,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-02 11:22:00,2014-08-02 11:22:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
336,4571968,1,2014-08-15 11:41:45,2014-08-15 16:56:21,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-16 11:41:00,,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
337,4550626,1,2014-08-11 12:10:14,2014-08-11 15:32:15,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-12 12:10:00,2014-08-12 12:10:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
338,4616087,1,2014-08-25 14:22:30,2014-08-25 15:15:04,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-26 14:22:00,2014-08-26 14:22:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
339,4604818,1,2014-08-22 10:14:40,2014-08-22 13:45:31,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-23 10:14:00,2014-08-23 10:14:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
340,4548064,1,2014-08-10 19:17:18,2014-08-11 14:21:46,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-11 19:17:00,,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
341,4541024,1,2014-08-08 10:02:11,2014-08-08 13:13:21,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-09 10:02:00,2014-08-09 10:02:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
342,4590889,1,2014-08-19 22:26:53,2014-08-22 12:02:37,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1251,Fiscalização de recusa de passageiro,Fechado com solução,,,2014-08-29 22:26:00,2014-08-29 22:26:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
343,4524817,1,2014-08-05 09:47:09,2014-08-05 13:06:51,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1251,Fiscalização de recusa de passageiro,Fechado com solução,,,2014-08-15 09:47:00,2014-08-15 09:47:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
344,4530967,1,2014-08-06 10:59:26,2014-08-08 08:50:33,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1251,Fiscalização de recusa de passageiro,Fechado com solução,,,2014-08-16 10:59:00,2014-08-16 10:59:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
345,4547984,1,2014-08-10 18:32:03,2014-08-11 14:23:14,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1251,Fiscalização de recusa de passageiro,Fechado com solução,,,2014-08-20 18:32:00,,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
346,4553036,13,2014-08-11 18:03:18,2014-08-15 13:22:30,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1251,Fiscalização de recusa de passageiro,Fechado com solução,,,2014-08-21 18:03:00,2014-08-21 18:03:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
347,4514142,13,2014-08-02 01:56:16,2014-08-04 16:05:29,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1251,Fiscalização de recusa de passageiro,Fechado com solução,,,2014-08-12 01:56:00,2014-08-12 01:56:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
348,4600115,1,2014-08-21 12:57:20,2014-08-22 12:11:29,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-08-31 12:57:00,2014-08-31 12:57:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
349,4564138,1,2014-08-13 17:27:03,2014-08-15 15:49:47,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-08-23 17:27:00,2014-08-23 17:27:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
350,4582485,1,2014-08-18 14:33:25,2014-08-21 18:24:32,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-08-28 14:33:00,2014-08-28 14:33:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
351,4546186,1,2014-08-09 14:43:03,2014-08-11 14:24:15,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-08-19 14:43:00,2014-08-19 14:43:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
352,4535500,1,2014-08-07 09:19:21,2014-08-15 13:22:11,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-08-17 09:19:00,2014-08-17 09:19:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
353,4620398,1,2014-08-26 10:29:33,2014-08-26 15:49:05,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-09-05 10:29:00,2014-09-05 10:29:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
354,4575470,1,2014-08-16 10:33:03,2014-08-21 18:34:51,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-08-26 10:33:00,2014-08-26 10:33:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
355,4607948,1,2014-08-22 17:40:19,2014-08-29 15:02:41,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-09-01 17:40:00,2014-09-01 17:40:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
356,4610931,1,2014-08-23 22:30:26,2014-08-29 14:44:45,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-09-02 22:30:00,2014-09-02 22:30:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
357,4607257,1,2014-08-22 15:43:38,2014-08-29 14:45:03,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-09-01 15:43:00,2014-09-01 15:43:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
358,4577294,1,2014-08-17 00:02:13,2014-08-21 18:35:35,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-08-27 00:02:00,2014-08-27 00:02:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
359,4618866,11,2014-08-26 00:21:28,2014-08-26 15:46:58,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-09-05 00:21:00,2014-09-05 00:21:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
360,4542455,11,2014-08-08 13:06:23,2014-08-11 14:57:39,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-08-18 13:06:00,2014-08-18 13:06:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
361,4603467,11,2014-08-22 00:52:39,2014-08-22 17:23:07,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-09-01 00:52:00,2014-09-01 00:52:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
362,4611288,11,2014-08-24 10:39:06,2014-08-29 12:41:47,,,,396,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-09-03 10:39:00,2014-09-03 10:39:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
363,4512849,13,2014-08-01 16:42:28,2014-08-04 16:05:51,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1253,Fiscalização de cobrança indevida de táxi,Fechado com solução,,,2014-08-11 16:42:00,2014-08-11 16:42:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
364,4575936,1,2014-08-16 12:22:28,2014-08-22 17:24:26,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1254,Verificação de ponto irregular de táxi,Fechado com solução,,,2014-08-26 12:22:00,2014-08-26 12:22:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
365,4588507,1,2014-08-19 14:21:53,2014-08-21 18:21:28,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1255,Verificação de táxi com irregularidades,Fechado com solução,,,2014-08-29 14:21:00,2014-08-29 14:21:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
366,4565549,1,2014-08-14 08:59:58,2014-08-21 18:45:06,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1255,Verificação de táxi com irregularidades,Fechado com solução,,,2014-08-24 08:59:00,2014-08-24 08:59:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
367,4561314,1,2014-08-13 10:26:45,2014-08-15 13:51:02,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1255,Verificação de táxi com irregularidades,Fechado com solução,,,2014-08-23 10:26:00,2014-08-23 10:26:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
368,4598322,1,2014-08-21 09:58:29,2014-08-22 12:12:29,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,1255,Verificação de táxi com irregularidades,Fechado com solução,,,2014-08-31 09:58:00,2014-08-31 09:58:00,,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
369,4636705,1,2014-08-29 07:53:45,2014-09-11 12:24:40,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-09-08 07:53:00,2014-09-08 07:53:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
370,4645289,1,2014-08-31 17:31:02,2014-09-11 12:33:59,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,643,Verificação de má conduta do motorista de táxi,Fechado com solução,,,2014-09-10 17:31:00,2014-09-10 17:31:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
371,4603964,1,2014-08-22 08:40:11,2014-08-25 16:14:23,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-23 08:40:00,2014-08-23 08:40:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
372,4565474,1,2014-08-14 08:46:42,2014-08-15 16:59:56,,,,11,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-15 08:46:00,2014-08-15 08:46:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
373,4517577,1,2014-08-03 18:43:19,2014-08-05 12:04:31,,,,407,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-04 18:43:00,2014-08-04 18:43:00,,,D,F,Fora do prazo,Encerrado,Atendido,,1,2014-08-01
374,4546086,1,2014-08-09 13:54:30,2014-08-12 17:25:20,,,,,55,SMTR - Secretaria Municipal de Transportes,SMTR - Secretaria Municipal de Transportes,False,Serviço,95,Táxi,658,Verificação de achados e perdidos (táxi),Fechado com solução,,,2014-08-10 13:54:00,2014-08-10 13:54:00,,,D,F,Fora do prazo,Encerrado,Atendido,,0,2014-08-01
